id,query_id,project_id,completion_time,marked_num,skip_num,video_url,query_id,start_indices,end_indices,label,feedback_type,extra,annotator_id,annotator_name
1,03b569332247451280908e833a38bdb7,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:09:34,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_03b569332247451280908e833a38bdb7.mp4,03b569332247451280908e833a38bdb7,106284,106384,{'1': {'0': 2}},evaluative,,1,admin
2,045e47dc07be4b76981257031e2a374b,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:09:40,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_045e47dc07be4b76981257031e2a374b.mp4,045e47dc07be4b76981257031e2a374b,112441,112541,{'1': {'0': 4}},evaluative,,1,admin
3,048aa21b00f74f0dbb306e7ede6fcfb0,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:09:46,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_048aa21b00f74f0dbb306e7ede6fcfb0.mp4,048aa21b00f74f0dbb306e7ede6fcfb0,27561,27661,{'1': {'0': 4}},evaluative,,1,admin
4,05988868d77b4ca2a60af4b01b0d3263,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:09:54,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_05988868d77b4ca2a60af4b01b0d3263.mp4,05988868d77b4ca2a60af4b01b0d3263,127945,128045,{'1': {'0': 4}},evaluative,,1,admin
5,06a45120d7f848c6bfb731ca3abc86bd,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:10:02,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_06a45120d7f848c6bfb731ca3abc86bd.mp4,06a45120d7f848c6bfb731ca3abc86bd,79603,79703,{'1': {'0': 2}},evaluative,,1,admin
6,074f4d295a7c46bba26d3f6ca6afa4b4,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:10:10,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_074f4d295a7c46bba26d3f6ca6afa4b4.mp4,074f4d295a7c46bba26d3f6ca6afa4b4,110305,110405,{'1': {'0': 2}},evaluative,,1,admin
7,082dd45118c84cd4a5555fe51fbfd67b,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:10:17,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_082dd45118c84cd4a5555fe51fbfd67b.mp4,082dd45118c84cd4a5555fe51fbfd67b,28613,28713,{'1': {'0': 4}},evaluative,,1,admin
8,0831ddea20bd41d1a3081c1b4bc2c16e,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:10:23,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_0831ddea20bd41d1a3081c1b4bc2c16e.mp4,0831ddea20bd41d1a3081c1b4bc2c16e,28412,28512,{'1': {'0': 4}},evaluative,,1,admin
9,097a296d9ad94a6aaed05d356ecbb19d,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:10:29,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_097a296d9ad94a6aaed05d356ecbb19d.mp4,097a296d9ad94a6aaed05d356ecbb19d,89380,89480,{'1': {'0': 3}},evaluative,,1,admin
10,0c17c75b73ca4bf9928af2968fdf882d,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:10:36,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_0c17c75b73ca4bf9928af2968fdf882d.mp4,0c17c75b73ca4bf9928af2968fdf882d,109324,109424,{'1': {'0': 4}},evaluative,,1,admin
11,0c4001bdf6fb4f3ca1a958f62ac82626,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:10:45,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_0c4001bdf6fb4f3ca1a958f62ac82626.mp4,0c4001bdf6fb4f3ca1a958f62ac82626,69674,69774,{'1': {'0': 0}},evaluative,,1,admin
12,0cf6bb53949749029d1d7906aeb568aa,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:10:52,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_0cf6bb53949749029d1d7906aeb568aa.mp4,0cf6bb53949749029d1d7906aeb568aa,27986,28086,{'1': {'0': 4}},evaluative,,1,admin
13,0d21cd58987e4afda1ce5bd2c410a20d,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:10:57,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_0d21cd58987e4afda1ce5bd2c410a20d.mp4,0d21cd58987e4afda1ce5bd2c410a20d,68560,68660,{'1': {'0': 3}},evaluative,,1,admin
14,0e46d98559e8432983e42a3967149776,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:11:11,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_0e46d98559e8432983e42a3967149776.mp4,0e46d98559e8432983e42a3967149776,111784,111884,{'1': {'0': 2}},evaluative,,1,admin
15,0e7860f48a3a46ba8279464a2c2b255b,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:11:23,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_0e7860f48a3a46ba8279464a2c2b255b.mp4,0e7860f48a3a46ba8279464a2c2b255b,86859,86959,{'1': {'0': 2}},evaluative,,1,admin
16,0e952b80f441448a8734bbdead62150f,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:11:29,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_0e952b80f441448a8734bbdead62150f.mp4,0e952b80f441448a8734bbdead62150f,101370,101470,{'1': {'0': 3}},evaluative,,1,admin
17,0ec95a4580c04732a2baa10b0d276995,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:11:36,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_0ec95a4580c04732a2baa10b0d276995.mp4,0ec95a4580c04732a2baa10b0d276995,3974,4074,{'1': {'0': 2}},evaluative,,1,admin
18,0f011922152f4e9187db6e4700c74cf8,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:11:42,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_0f011922152f4e9187db6e4700c74cf8.mp4,0f011922152f4e9187db6e4700c74cf8,89966,90066,{'1': {'0': 4}},evaluative,,1,admin
19,0f32bca1fe6848a6bb84c954a7e4a301,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:11:49,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_0f32bca1fe6848a6bb84c954a7e4a301.mp4,0f32bca1fe6848a6bb84c954a7e4a301,104079,104179,{'1': {'0': 2}},evaluative,,1,admin
20,111aed169cef467699690991ec42432e,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:12:06,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_111aed169cef467699690991ec42432e.mp4,111aed169cef467699690991ec42432e,71040,71140,{'1': {'0': 2}},evaluative,,1,admin
21,121a779f4be9433b8005fb2e4b0f14eb,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:12:13,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_121a779f4be9433b8005fb2e4b0f14eb.mp4,121a779f4be9433b8005fb2e4b0f14eb,96945,97045,{'1': {'0': 2}},evaluative,,1,admin
22,125b1c999fa24d44943103d064b8f524,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:12:20,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_125b1c999fa24d44943103d064b8f524.mp4,125b1c999fa24d44943103d064b8f524,40510,40610,{'1': {'0': 0}},evaluative,,1,admin
23,1308883a896a4d6da4746553cf932cce,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:12:36,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_1308883a896a4d6da4746553cf932cce.mp4,1308883a896a4d6da4746553cf932cce,136331,136431,{'1': {'0': 2}},evaluative,,1,admin
24,13e39fcff21c4f2eaca8e56bd68b8912,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:12:43,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_13e39fcff21c4f2eaca8e56bd68b8912.mp4,13e39fcff21c4f2eaca8e56bd68b8912,44626,44726,{'1': {'0': 2}},evaluative,,1,admin
25,17669663d3af4b9cbbe2a33308690f51,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:12:49,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_17669663d3af4b9cbbe2a33308690f51.mp4,17669663d3af4b9cbbe2a33308690f51,52515,52615,{'1': {'0': 2}},evaluative,,1,admin
26,18360f1c48b74154ab4d3b40d49636dd,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:12:55,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_18360f1c48b74154ab4d3b40d49636dd.mp4,18360f1c48b74154ab4d3b40d49636dd,65723,65823,{'1': {'0': 3}},evaluative,,1,admin
27,1928c2a003d0465e80583c39bc62ced3,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:13:02,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_1928c2a003d0465e80583c39bc62ced3.mp4,1928c2a003d0465e80583c39bc62ced3,116842,116942,{'1': {'0': 4}},evaluative,,1,admin
28,19c1ce92bc074916ad73b7ec18a5995d,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:13:08,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_19c1ce92bc074916ad73b7ec18a5995d.mp4,19c1ce92bc074916ad73b7ec18a5995d,90376,90476,{'1': {'0': 4}},evaluative,,1,admin
29,1a217cd8da704a639642d7ddc667f8ce,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:13:42,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_1a217cd8da704a639642d7ddc667f8ce.mp4,1a217cd8da704a639642d7ddc667f8ce,68536,68636,{'1': {'0': 2}},evaluative,,1,admin
30,1b912f20c25f47c0abde9ea2591fb9e1,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:13:48,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_1b912f20c25f47c0abde9ea2591fb9e1.mp4,1b912f20c25f47c0abde9ea2591fb9e1,5237,5337,{'1': {'0': 2}},evaluative,,1,admin
31,1f15cf2193214837913679830f0a3936,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:13:53,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_1f15cf2193214837913679830f0a3936.mp4,1f15cf2193214837913679830f0a3936,37912,38012,{'1': {'0': 2}},evaluative,,1,admin
32,1f24424602fb4f1c8e53b3b0c216040a,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:13:59,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_1f24424602fb4f1c8e53b3b0c216040a.mp4,1f24424602fb4f1c8e53b3b0c216040a,60331,60431,{'1': {'0': 1}},evaluative,,1,admin
33,21a50bc5a9e140d2bdeefc32794a7d74,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:14:04,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_21a50bc5a9e140d2bdeefc32794a7d74.mp4,21a50bc5a9e140d2bdeefc32794a7d74,87233,87333,{'1': {'0': 4}},evaluative,,1,admin
34,25fce4f470904f078e856ddabeba6e6f,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:14:16,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_25fce4f470904f078e856ddabeba6e6f.mp4,25fce4f470904f078e856ddabeba6e6f,88230,88330,{'1': {'0': 4}},evaluative,,1,admin
35,27159d74381a46219707b0af21baa609,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:14:28,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_27159d74381a46219707b0af21baa609.mp4,27159d74381a46219707b0af21baa609,83153,83253,{'1': {'0': 2}},evaluative,,1,admin
36,27da56f4ca994bc39a0fdbbb4e79cd1d,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:14:34,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_27da56f4ca994bc39a0fdbbb4e79cd1d.mp4,27da56f4ca994bc39a0fdbbb4e79cd1d,49151,49251,{'1': {'0': 0}},evaluative,,1,admin
37,293685b343ca43089aa28f08e5e43ba1,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:14:41,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_293685b343ca43089aa28f08e5e43ba1.mp4,293685b343ca43089aa28f08e5e43ba1,17024,17124,{'1': {'0': 2}},evaluative,,1,admin
38,2b6c4937e7e34ab39db565093cf98e83,4wq8v9WLRV4D9ekCLZwMms,2024-09-02 22:14:47,1,0,@/assets/video/4wq8v9WLRV4D9ekCLZwMms_kitchen-partial-v0_offline_evaluative/4wq8v9WLRV4D9ekCLZwMms/kitchen-partial-v0_2b6c4937e7e34ab39db565093cf98e83.mp4,2b6c4937e7e34ab39db565093cf98e83,91716,91816,{'1': {'0': 0}},evaluative,,1,admin
