id,query_id,project_id,completion_time,marked_num,skip_num,video_url,start_indices_1,end_indices_1,query_id,start_indices_2,end_indices_2,label,feedback_type,extra,annotator_id,annotator_name
1,0003a5b4d5e14e449613372ea9a3d9a7,CbgJFvEs3t85tyuNE9ULSw,2024-09-02 20:38:15,1,0,@/assets/video/CbgJFvEs3t85tyuNE9ULSw_kitchen-partial-v0_offline_comparative/CbgJFvEs3t85tyuNE9ULSw/kitchen-partial-v0_0003a5b4d5e14e449613372ea9a3d9a7.mp4,112171,112271,0003a5b4d5e14e449613372ea9a3d9a7,102222,102322,{'1': {'0': 0}},comparative,,1,admin
2,014695bdb468446ab0b392cbad25cde7,CbgJFvEs3t85tyuNE9ULSw,2024-09-02 20:38:39,1,0,@/assets/video/CbgJFvEs3t85tyuNE9ULSw_kitchen-partial-v0_offline_comparative/CbgJFvEs3t85tyuNE9ULSw/kitchen-partial-v0_014695bdb468446ab0b392cbad25cde7.mp4,55795,55895,014695bdb468446ab0b392cbad25cde7,7040,7140,{'1': {'0': 0}},comparative,,1,admin
3,014b579938f641449ed63b0e6b3a87e4,CbgJFvEs3t85tyuNE9ULSw,2024-09-02 20:38:54,1,0,@/assets/video/CbgJFvEs3t85tyuNE9ULSw_kitchen-partial-v0_offline_comparative/CbgJFvEs3t85tyuNE9ULSw/kitchen-partial-v0_014b579938f641449ed63b0e6b3a87e4.mp4,45091,45191,014b579938f641449ed63b0e6b3a87e4,1864,1964,{'1': {'0': 1}},comparative,,1,admin
4,03bdad93a57049349da2267c1b27c27b,CbgJFvEs3t85tyuNE9ULSw,2024-09-02 20:39:05,1,0,@/assets/video/CbgJFvEs3t85tyuNE9ULSw_kitchen-partial-v0_offline_comparative/CbgJFvEs3t85tyuNE9ULSw/kitchen-partial-v0_03bdad93a57049349da2267c1b27c27b.mp4,6570,6670,03bdad93a57049349da2267c1b27c27b,22728,22828,{'1': {'0': 1}},comparative,,1,admin
5,0485c1d313684984a7e49646a87ea662,CbgJFvEs3t85tyuNE9ULSw,2024-09-02 20:39:21,1,0,@/assets/video/CbgJFvEs3t85tyuNE9ULSw_kitchen-partial-v0_offline_comparative/CbgJFvEs3t85tyuNE9ULSw/kitchen-partial-v0_0485c1d313684984a7e49646a87ea662.mp4,103197,103297,0485c1d313684984a7e49646a87ea662,13305,13405,{'1': {'0': 1}},comparative,,1,admin
6,04cb4e439ea34377953eaa61874d5e60,CbgJFvEs3t85tyuNE9ULSw,2024-09-02 20:39:33,1,0,@/assets/video/CbgJFvEs3t85tyuNE9ULSw_kitchen-partial-v0_offline_comparative/CbgJFvEs3t85tyuNE9ULSw/kitchen-partial-v0_04cb4e439ea34377953eaa61874d5e60.mp4,70522,70622,04cb4e439ea34377953eaa61874d5e60,77744,77844,{'1': {'0': 0}},comparative,,1,admin
7,0570d35e6fbd4895848e34a4584bcf45,CbgJFvEs3t85tyuNE9ULSw,2024-09-02 20:39:49,1,0,@/assets/video/CbgJFvEs3t85tyuNE9ULSw_kitchen-partial-v0_offline_comparative/CbgJFvEs3t85tyuNE9ULSw/kitchen-partial-v0_0570d35e6fbd4895848e34a4584bcf45.mp4,24181,24281,0570d35e6fbd4895848e34a4584bcf45,130079,130179,{'1': {'0': 2}},comparative,,1,admin
8,0d52ef903cc04ec887520a6c66de6964,CbgJFvEs3t85tyuNE9ULSw,2024-09-02 20:40:17,1,0,@/assets/video/CbgJFvEs3t85tyuNE9ULSw_kitchen-partial-v0_offline_comparative/CbgJFvEs3t85tyuNE9ULSw/kitchen-partial-v0_0d52ef903cc04ec887520a6c66de6964.mp4,131091,131191,0d52ef903cc04ec887520a6c66de6964,70779,70879,{'1': {'0': 0}},comparative,,1,admin
9,0e7c18f831a24b3a8301d25d282bc0f7,CbgJFvEs3t85tyuNE9ULSw,2024-09-02 20:40:31,1,0,@/assets/video/CbgJFvEs3t85tyuNE9ULSw_kitchen-partial-v0_offline_comparative/CbgJFvEs3t85tyuNE9ULSw/kitchen-partial-v0_0e7c18f831a24b3a8301d25d282bc0f7.mp4,102155,102255,0e7c18f831a24b3a8301d25d282bc0f7,40598,40698,{'1': {'0': 1}},comparative,,1,admin
10,0f3f1c4d64fd4f6e9e8ae880ddb3a5bd,CbgJFvEs3t85tyuNE9ULSw,2024-09-02 20:41:47,1,0,@/assets/video/CbgJFvEs3t85tyuNE9ULSw_kitchen-partial-v0_offline_comparative/CbgJFvEs3t85tyuNE9ULSw/kitchen-partial-v0_0f3f1c4d64fd4f6e9e8ae880ddb3a5bd.mp4,98975,99075,0f3f1c4d64fd4f6e9e8ae880ddb3a5bd,68506,68606,{'1': {'0': 1}},comparative,,1,admin
11,108dd224b5804a4b88df33e462d042a7,CbgJFvEs3t85tyuNE9ULSw,2024-09-02 20:41:57,1,0,@/assets/video/CbgJFvEs3t85tyuNE9ULSw_kitchen-partial-v0_offline_comparative/CbgJFvEs3t85tyuNE9ULSw/kitchen-partial-v0_108dd224b5804a4b88df33e462d042a7.mp4,116240,116340,108dd224b5804a4b88df33e462d042a7,124217,124317,{'1': {'0': 0}},comparative,,1,admin
12,14ca9281d6fb4f229e20d5345b2e1b79,CbgJFvEs3t85tyuNE9ULSw,2024-09-02 20:42:11,1,0,@/assets/video/CbgJFvEs3t85tyuNE9ULSw_kitchen-partial-v0_offline_comparative/CbgJFvEs3t85tyuNE9ULSw/kitchen-partial-v0_14ca9281d6fb4f229e20d5345b2e1b79.mp4,41444,41544,14ca9281d6fb4f229e20d5345b2e1b79,136153,136253,{'1': {'0': 0}},comparative,,1,admin
13,15212666ecfd45d3bfddf416fc7ba551,CbgJFvEs3t85tyuNE9ULSw,2024-09-02 20:42:53,1,0,@/assets/video/CbgJFvEs3t85tyuNE9ULSw_kitchen-partial-v0_offline_comparative/CbgJFvEs3t85tyuNE9ULSw/kitchen-partial-v0_15212666ecfd45d3bfddf416fc7ba551.mp4,3110,3210,15212666ecfd45d3bfddf416fc7ba551,65262,65362,{'1': {'0': 1}},comparative,,1,admin
14,15df9b9b766d401e8e7cb46673f8a011,CbgJFvEs3t85tyuNE9ULSw,2024-09-02 20:43:06,1,0,@/assets/video/CbgJFvEs3t85tyuNE9ULSw_kitchen-partial-v0_offline_comparative/CbgJFvEs3t85tyuNE9ULSw/kitchen-partial-v0_15df9b9b766d401e8e7cb46673f8a011.mp4,19221,19321,15df9b9b766d401e8e7cb46673f8a011,47423,47523,{'1': {'0': 0}},comparative,,1,admin
15,15fbca472e564462abee4af670ad51c8,CbgJFvEs3t85tyuNE9ULSw,2024-09-02 20:43:15,1,0,@/assets/video/CbgJFvEs3t85tyuNE9ULSw_kitchen-partial-v0_offline_comparative/CbgJFvEs3t85tyuNE9ULSw/kitchen-partial-v0_15fbca472e564462abee4af670ad51c8.mp4,80260,80360,15fbca472e564462abee4af670ad51c8,67692,67792,{'1': {'0': 2}},comparative,,1,admin
16,179e181fd7ca41a3b81107dc11386f74,CbgJFvEs3t85tyuNE9ULSw,2024-09-02 20:43:28,1,0,@/assets/video/CbgJFvEs3t85tyuNE9ULSw_kitchen-partial-v0_offline_comparative/CbgJFvEs3t85tyuNE9ULSw/kitchen-partial-v0_179e181fd7ca41a3b81107dc11386f74.mp4,60924,61024,179e181fd7ca41a3b81107dc11386f74,21508,21608,{'1': {'0': 0}},comparative,,1,admin
17,18621b65e6c6467c82c47ddb6c1d6197,CbgJFvEs3t85tyuNE9ULSw,2024-09-02 20:43:41,1,0,@/assets/video/CbgJFvEs3t85tyuNE9ULSw_kitchen-partial-v0_offline_comparative/CbgJFvEs3t85tyuNE9ULSw/kitchen-partial-v0_18621b65e6c6467c82c47ddb6c1d6197.mp4,82711,82811,18621b65e6c6467c82c47ddb6c1d6197,84490,84590,{'1': {'0': 1}},comparative,,1,admin
18,18f1c4f2b0a047509c3a1da81c97d1d1,CbgJFvEs3t85tyuNE9ULSw,2024-09-02 20:44:01,1,0,@/assets/video/CbgJFvEs3t85tyuNE9ULSw_kitchen-partial-v0_offline_comparative/CbgJFvEs3t85tyuNE9ULSw/kitchen-partial-v0_18f1c4f2b0a047509c3a1da81c97d1d1.mp4,122255,122355,18f1c4f2b0a047509c3a1da81c97d1d1,28851,28951,{'1': {'0': 2}},comparative,,1,admin
19,1979111840e14819ad2ef7f70a74efd9,CbgJFvEs3t85tyuNE9ULSw,2024-09-02 20:44:11,1,0,@/assets/video/CbgJFvEs3t85tyuNE9ULSw_kitchen-partial-v0_offline_comparative/CbgJFvEs3t85tyuNE9ULSw/kitchen-partial-v0_1979111840e14819ad2ef7f70a74efd9.mp4,102817,102917,1979111840e14819ad2ef7f70a74efd9,92698,92798,{'1': {'0': 2}},comparative,,1,admin
20,1acb931190b748378e13c1b8b3ceca9e,CbgJFvEs3t85tyuNE9ULSw,2024-09-02 20:44:19,1,0,@/assets/video/CbgJFvEs3t85tyuNE9ULSw_kitchen-partial-v0_offline_comparative/CbgJFvEs3t85tyuNE9ULSw/kitchen-partial-v0_1acb931190b748378e13c1b8b3ceca9e.mp4,5408,5508,1acb931190b748378e13c1b8b3ceca9e,121628,121728,{'1': {'0': 2}},comparative,,1,admin
